1.078800000000000000e+04,4.300000000000000000e+01
1.225220000000000000e+05,5.000000000000000000e+01
1.291130000000000000e+05,5.000000000000000000e+01
1.598040000000000000e+05,2.000000000000000000e+01
1.614040000000000000e+05,1.000000000000000000e+01
1.651010000000000000e+05,5.000000000000000000e+01
1.666590000000000000e+05,2.000000000000000000e+01
1.722020000000000000e+05,1.000000000000000000e+01
1.739130000000000000e+05,5.000000000000000000e+01
1.818410000000000000e+05,2.000000000000000000e+01
1.868110000000000000e+05,2.000000000000000000e+01
1.893760000000000000e+05,5.100000000000000000e+01
1.947000000000000000e+04,5.000000000000000000e+01
1.977800000000000000e+04,1.000000000000000000e+01
2.024670000000000000e+05,4.000000000000000000e+01
2.062680000000000000e+05,2.000000000000000000e+01
2.365780000000000000e+05,4.100000000000000000e+01
2.653860000000000000e+05,5.000000000000000000e+01
2.657040000000000000e+05,5.200000000000000000e+01
2.701000000000000000e+05,5.000000000000000000e+01
2.710940000000000000e+05,5.300000000000000000e+01
2.944070000000000000e+05,1.000000000000000000e+01
2.944320000000000000e+05,2.000000000000000000e+01
2.962220000000000000e+05,2.000000000000000000e+01
2.970540000000000000e+05,2.000000000000000000e+01
2.996670000000000000e+05,4.000000000000000000e+01
3.008290000000000000e+05,5.000000000000000000e+01
3.020620000000000000e+05,1.000000000000000000e+01
3.050690000000000000e+05,5.000000000000000000e+01
3.170160000000000000e+05,4.100000000000000000e+01
3.191530000000000000e+05,1.000000000000000000e+01
3.259100000000000000e+05,4.300000000000000000e+01
3.299190000000000000e+05,4.000000000000000000e+01
3.376300000000000000e+05,2.000000000000000000e+01
3.383220000000000000e+05,2.000000000000000000e+01
3.467700000000000000e+05,5.200000000000000000e+01
3.523810000000000000e+05,5.300000000000000000e+01
3.609600000000000000e+04,5.000000000000000000e+01
3.612070000000000000e+05,2.000000000000000000e+01
3.727400000000000000e+04,5.000000000000000000e+01
3.792910000000000000e+05,5.100000000000000000e+01
3.799380000000000000e+05,1.000000000000000000e+01
3.843140000000000000e+05,5.200000000000000000e+01
3.894500000000000000e+05,5.200000000000000000e+01
3.895220000000000000e+05,4.000000000000000000e+01
3.954210000000000000e+05,2.000000000000000000e+01
4.000290000000000000e+05,4.000000000000000000e+01
4.028700000000000000e+04,1.000000000000000000e+01
4.042670000000000000e+05,1.000000000000000000e+01
4.198390000000000000e+05,5.100000000000000000e+01
4.286590000000000000e+05,5.200000000000000000e+01
4.289000000000000000e+04,5.100000000000000000e+01
4.299370000000000000e+05,1.000000000000000000e+01
4.552900000000000000e+05,4.000000000000000000e+01
4.588250000000000000e+05,5.100000000000000000e+01
4.647500000000000000e+04,4.300000000000000000e+01
4.728660000000000000e+05,5.000000000000000000e+01
4.842900000000000000e+04,5.000000000000000000e+01
4.875340000000000000e+05,5.000000000000000000e+01
4.953620000000000000e+05,4.000000000000000000e+01
5.393600000000000000e+05,4.200000000000000000e+01
5.427080000000000000e+05,4.000000000000000000e+01
5.551400000000000000e+05,2.000000000000000000e+01
5.626350000000000000e+05,5.000000000000000000e+01
5.632660000000000000e+05,4.000000000000000000e+01
5.700000000000000000e+03,4.000000000000000000e+01
5.983960000000000000e+05,4.000000000000000000e+01
6.097420000000000000e+05,5.000000000000000000e+01
6.125790000000000000e+05,4.100000000000000000e+01
6.585800000000000000e+04,4.000000000000000000e+01
6.733710000000000000e+05,2.000000000000000000e+01
7.051260000000000000e+05,4.000000000000000000e+01
7.115000000000000000e+04,5.300000000000000000e+01
7.117960000000000000e+05,1.000000000000000000e+01
7.325640000000000000e+05,1.000000000000000000e+01
7.441310000000000000e+05,4.000000000000000000e+01
7.585180000000000000e+05,5.000000000000000000e+01
7.611920000000000000e+05,5.000000000000000000e+01
7.625060000000000000e+05,4.100000000000000000e+01
7.736290000000000000e+05,5.100000000000000000e+01
8.201460000000000000e+05,2.000000000000000000e+01
8.218930000000000000e+05,4.100000000000000000e+01
8.451950000000000000e+05,1.000000000000000000e+01
8.468980000000000000e+05,5.000000000000000000e+01
8.576200000000000000e+05,5.200000000000000000e+01
8.646380000000000000e+05,4.000000000000000000e+01
8.699340000000000000e+05,5.000000000000000000e+01
8.700360000000000000e+05,5.000000000000000000e+01
8.784370000000000000e+05,1.000000000000000000e+01
8.899480000000000000e+05,2.000000000000000000e+01
8.983750000000000000e+05,4.300000000000000000e+01
9.081440000000000000e+05,5.000000000000000000e+01
9.097780000000000000e+05,4.000000000000000000e+01
9.129650000000000000e+05,5.100000000000000000e+01
9.233020000000000000e+05,4.000000000000000000e+01
9.358710000000000000e+05,4.000000000000000000e+01
9.401370000000000000e+05,5.200000000000000000e+01
9.682500000000000000e+05,4.000000000000000000e+01
9.764250000000000000e+05,1.000000000000000000e+01
9.974040000000000000e+05,1.000000000000000000e+01
